,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,0.83,0.92,10.84
2024-10-30 20:00:00-04:00,0.85,0.91,7.31
2024-07-31 20:00:00-04:00,0.9,1.01,12.09
2024-05-01 20:00:00-04:00,0.85,1.01,18.5
2024-02-07 19:00:00-05:00,0.74,0.78,5.42
2023-11-07 19:00:00-05:00,0.84,1.03,23.35
2023-08-02 20:00:00-04:00,1.11,1.25,13.05
2023-05-03 20:00:00-04:00,0.99,1.1,10.69
