,EPS Estimate,Reported EPS,Surprise(%)
2025-11-18 19:00:00-05:00,nan,nan,nan
2025-11-17 19:00:00-05:00,nan,nan,nan
2025-08-25 20:00:00-04:00,nan,nan,nan
2025-05-19 20:00:00-04:00,nan,nan,nan
2025-02-25 19:00:00-05:00,nan,nan,nan
2024-11-19 19:00:00-05:00,0.75,0.81,8.58
2024-08-27 20:00:00-04:00,0.64,0.68,6.03
2024-05-21 20:00:00-04:00,0.56,0.61,9.48
2024-02-20 19:00:00-05:00,4.64,5.16,11.32
2023-11-20 19:00:00-05:00,3.37,4.02,19.21
2023-08-22 20:00:00-04:00,2.09,2.7,29.41
2023-05-23 20:00:00-04:00,0.92,1.09,18.57
