,EPS Estimate,Reported EPS,Surprise(%)
2025-11-02 19:00:00-05:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-19 19:00:00-05:00,1.84,nan,nan
2024-11-04 19:00:00-05:00,1.56,1.75,12.22
2024-07-31 20:00:00-04:00,1.27,1.33,4.71
2024-05-01 20:00:00-04:00,1.3,1.22,-6.13
2024-02-14 19:00:00-05:00,1.46,1.26,-14.16
2023-11-01 20:00:00-04:00,1.2,0.97,-19.01
2023-08-02 20:00:00-04:00,1.24,1.44,16.35
2023-05-03 20:00:00-04:00,1.4,0.03,-97.86
2023-02-21 19:00:00-05:00,1.38,1.38,0.51
