,EPS Estimate,Reported EPS,Surprise(%)
2026-02-08 19:00:00-05:00,nan,nan,nan
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-08-04 20:00:00-04:00,nan,nan,nan
2025-05-04 20:00:00-04:00,nan,nan,nan
2025-02-09 19:00:00-05:00,1.59,1.83,15.38
2024-11-06 19:00:00-05:00,2.41,2.47,2.61
2024-08-06 20:00:00-04:00,2.08,2.71,30.42
2024-05-06 20:00:00-04:00,2.16,2.5,15.87
2024-01-30 19:00:00-05:00,2.64,2.04,-22.67
2023-11-01 20:00:00-04:00,3.45,3.64,5.55
2023-07-31 20:00:00-04:00,3.17,3.01,-4.98
2023-04-26 20:00:00-04:00,2.6,3.01,15.67
