,EPS Estimate,Reported EPS,Surprise(%)
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-02-26 19:00:00-05:00,2.76,nan,nan
2024-10-30 20:00:00-04:00,3.02,3.06,1.32
2024-07-24 20:00:00-04:00,2.58,3.13,21.55
2024-04-24 20:00:00-04:00,2.29,2.38,3.93
2024-02-25 19:00:00-05:00,2.03,2.12,4.69
2023-10-25 20:00:00-04:00,2.06,2.51,22.14
2023-07-26 20:00:00-04:00,1.91,2.25,18.11
2023-04-26 20:00:00-04:00,1.48,1.65,11.49
2023-02-28 19:00:00-05:00,1.31,1.25,-4.58
