,EPS Estimate,Reported EPS,Surprise(%)
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-01-27 19:00:00-05:00,0.67,0.69,3.29
2024-10-29 20:00:00-04:00,1.03,0.8,-22.18
2024-07-29 20:00:00-04:00,0.93,0.93,-0.41
2024-04-29 20:00:00-04:00,0.79,0.68,-14.4
2024-01-29 19:00:00-05:00,0.93,0.9,-3.25
2023-11-01 20:00:00-04:00,0.97,1.06,9.14
2023-07-31 20:00:00-04:00,0.95,1.0,4.98
2023-05-01 20:00:00-04:00,0.65,0.74,13.99
2023-02-01 19:00:00-05:00,0.77,0.75,-2.73
2022-11-02 20:00:00-04:00,0.72,0.81,12.19
