,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-08-05 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-11 19:00:00-05:00,4.53,4.79,5.86
2024-10-29 20:00:00-04:00,6.28,5.91,-5.85
2024-08-07 20:00:00-04:00,5.36,4.76,-11.14
2024-04-29 20:00:00-04:00,1.83,1.93,5.3
2024-02-13 19:00:00-05:00,3.99,4.63,15.96
2023-10-31 20:00:00-04:00,6.06,6.94,14.54
2023-07-26 20:00:00-04:00,4.86,5.6,15.26
2023-05-03 20:00:00-04:00,0.98,2.16,121.06
