,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-10-05 20:00:00-04:00,nan,nan,nan
2025-07-08 20:00:00-04:00,nan,nan,nan
2025-04-20 20:00:00-04:00,nan,nan,nan
2025-02-03 19:00:00-05:00,1.94,1.96,0.93
2024-10-07 20:00:00-04:00,2.29,2.31,0.92
2024-07-10 20:00:00-04:00,2.16,2.28,5.67
2024-04-22 20:00:00-04:00,1.52,1.61,6.07
2024-02-08 19:00:00-05:00,1.72,1.78,3.55
2023-10-09 20:00:00-04:00,2.15,2.25,4.44
2023-07-12 20:00:00-04:00,1.96,2.09,6.45
2023-04-24 20:00:00-04:00,1.39,1.5,7.97
