,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,0.44,0.56,26.7
2024-10-23 20:00:00-04:00,nan,0.15,4043.65
2024-07-24 20:00:00-04:00,0.51,0.58,14.61
2024-04-24 20:00:00-04:00,-0.34,-0.36,-6.99
2024-01-24 19:00:00-05:00,0.12,0.37,220.51
2023-10-25 20:00:00-04:00,0.38,0.38,0.56
2023-07-26 20:00:00-04:00,1.1,1.09,-1.06
2023-04-26 20:00:00-04:00,-0.23,-0.27,-16.51
