,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-08-04 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,2.3,2.31,0.65
2024-10-29 20:00:00-04:00,1.74,1.74,0.29
2024-08-06 20:00:00-04:00,1.99,2.01,1.07
2024-05-01 20:00:00-04:00,1.87,1.94,3.78
2024-02-07 19:00:00-05:00,2.15,2.2,2.11
2023-11-06 19:00:00-05:00,1.6,1.65,3.28
2023-07-31 20:00:00-04:00,1.81,1.82,0.57
2023-05-01 20:00:00-04:00,1.64,1.89,15.33
