,EPS Estimate,Reported EPS,Surprise(%)
2026-02-16 19:00:00-05:00,nan,nan,nan
2025-11-23 19:00:00-05:00,nan,nan,nan
2025-08-18 20:00:00-04:00,nan,nan,nan
2025-05-19 20:00:00-04:00,nan,nan,nan
2025-02-18 19:00:00-05:00,1.54,1.63,5.64
2024-11-25 19:00:00-05:00,1.64,1.67,2.03
2024-08-20 20:00:00-04:00,1.51,1.58,4.91
2024-05-21 20:00:00-04:00,1.26,1.4,10.76
2024-02-20 19:00:00-05:00,1.71,1.73,1.45
2023-11-20 19:00:00-05:00,2.0,2.01,0.42
2023-08-22 20:00:00-04:00,2.52,2.49,-1.23
2023-05-23 20:00:00-04:00,2.75,2.83,2.92
