,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,1.49,1.86,24.5
2024-10-30 20:00:00-04:00,1.14,1.43,25.17
2024-07-31 20:00:00-04:00,1.03,1.26,22.58
2024-04-29 20:00:00-04:00,0.83,0.98,17.91
2024-01-31 19:00:00-05:00,0.8,1.0,24.55
2023-10-25 20:00:00-04:00,0.58,0.94,60.85
2023-08-02 20:00:00-04:00,0.35,0.65,85.73
2023-04-26 20:00:00-04:00,0.21,0.31,46.36
