,EPS Estimate,Reported EPS,Surprise(%)
2026-02-15 19:00:00-05:00,nan,nan,nan
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-05-04 20:00:00-04:00,nan,nan,nan
2025-02-17 19:00:00-05:00,0.57,0.65,14.24
2024-11-06 19:00:00-05:00,2.08,2.4,15.17
2024-07-29 20:00:00-04:00,1.95,2.1,7.87
2024-05-06 20:00:00-04:00,1.74,1.99,14.29
2024-02-11 19:00:00-05:00,1.7,2.08,22.14
2023-10-29 20:00:00-04:00,1.58,1.83,15.77
2023-07-30 20:00:00-04:00,1.44,1.58,9.89
2023-04-30 20:00:00-04:00,1.34,1.43,6.44
