,EPS Estimate,Reported EPS,Surprise(%)
2026-02-16 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-20 20:00:00-04:00,nan,nan,nan
2025-02-17 19:00:00-05:00,1.82,1.88,3.3
2024-10-27 20:00:00-04:00,1.44,1.64,13.8
2024-07-21 20:00:00-04:00,1.22,1.28,4.58
2024-04-21 20:00:00-04:00,1.13,1.17,3.94
2024-02-11 19:00:00-05:00,1.33,1.38,3.44
2023-10-22 20:00:00-04:00,1.2,1.26,4.76
2023-07-23 20:00:00-04:00,1.18,1.22,2.96
2023-04-23 20:00:00-04:00,1.26,1.29,2.78
