,EPS Estimate,Reported EPS,Surprise(%)
2026-01-26 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-01-28 19:00:00-05:00,0.95,0.93,-2.31
2024-10-29 20:00:00-04:00,0.97,0.96,-0.72
2024-07-23 20:00:00-04:00,1.03,1.06,3.29
2024-04-23 20:00:00-04:00,0.87,0.88,1.1
2024-01-30 19:00:00-05:00,0.86,0.87,1.55
2023-10-24 20:00:00-04:00,0.87,0.95,8.82
2023-07-25 20:00:00-04:00,0.86,0.92,6.82
2023-04-25 20:00:00-04:00,0.76,0.8,5.66
