,EPS Estimate,Reported EPS,Surprise(%)
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-26 19:00:00-05:00,0.1,nan,nan
2024-10-30 20:00:00-04:00,0.94,0.99,5.01
2024-07-30 20:00:00-04:00,0.35,0.4,15.05
2024-04-30 20:00:00-04:00,0.11,0.16,41.76
2024-02-26 19:00:00-05:00,-0.14,-0.18,-32.0
2023-10-31 20:00:00-04:00,0.69,0.76,9.89
2023-07-31 20:00:00-04:00,0.27,0.3,12.84
2023-04-30 20:00:00-04:00,-0.41,-0.3,26.05
2023-02-27 19:00:00-05:00,-0.85,-1.04,-21.7
