,EPS Estimate,Reported EPS,Surprise(%)
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-23 19:00:00-05:00,2.08,nan,nan
2024-10-27 20:00:00-04:00,2.27,2.4,5.88
2024-07-28 20:00:00-04:00,2.07,1.51,-27.09
2024-04-28 20:00:00-04:00,1.21,1.42,17.35
2024-02-25 19:00:00-05:00,1.37,1.01,-26.36
2023-11-01 20:00:00-04:00,1.19,0.8,-32.77
2023-07-30 20:00:00-04:00,1.22,1.87,53.54
2023-04-30 20:00:00-04:00,1.21,0.93,-23.06
2023-02-20 19:00:00-05:00,1.09,0.94,-13.88
