,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-10-20 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,9.75,9.5,-2.53
2024-10-22 20:00:00-04:00,11.55,11.41,-1.21
2024-07-23 20:00:00-04:00,10.98,10.55,-3.95
2024-04-23 20:00:00-04:00,9.28,9.2,-0.86
2024-02-06 19:00:00-05:00,9.17,9.26,1.02
2023-10-24 20:00:00-04:00,10.4,10.73,3.16
2023-07-25 20:00:00-04:00,10.09,10.22,1.31
2023-04-25 20:00:00-04:00,8.0,8.28,3.49
