,EPS Estimate,Reported EPS,Surprise(%)
2026-02-16 19:00:00-05:00,nan,nan,nan
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-08-05 20:00:00-04:00,nan,nan,nan
2025-05-06 20:00:00-04:00,nan,nan,nan
2025-02-18 19:00:00-05:00,1.53,1.79,16.69
2024-10-29 20:00:00-04:00,1.18,1.34,13.27
2024-08-06 20:00:00-04:00,1.84,2.3,25.31
2024-04-30 20:00:00-04:00,1.52,0.9,-40.95
2024-02-13 19:00:00-05:00,1.57,1.58,0.48
2023-10-31 20:00:00-04:00,1.03,1.14,11.01
2023-08-01 20:00:00-04:00,2.25,2.71,20.26
2023-04-30 20:00:00-04:00,2.52,2.9,15.29
