,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-02 19:00:00-05:00,1.41,1.55,10.24
2024-10-29 20:00:00-04:00,1.39,1.86,33.34
2024-07-31 20:00:00-04:00,1.56,1.82,16.58
2024-04-29 20:00:00-04:00,1.37,1.71,25.01
2024-01-31 19:00:00-05:00,1.1,2.16,96.65
2023-10-31 20:00:00-04:00,-0.22,0.49,322.8
2023-08-01 20:00:00-04:00,1.18,1.67,41.13
2023-05-01 20:00:00-04:00,1.22,1.51,23.47
