,EPS Estimate,Reported EPS,Surprise(%)
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-24 19:00:00-05:00,1.79,nan,nan
2024-10-28 20:00:00-04:00,1.57,0.89,-43.45
2024-07-29 20:00:00-04:00,1.57,1.92,22.0
2024-04-29 20:00:00-04:00,1.78,1.96,10.04
2024-02-26 19:00:00-05:00,0.94,0.18,-80.89
2023-10-25 20:00:00-04:00,1.13,1.26,11.59
2023-07-26 20:00:00-04:00,1.1,1.02,-7.18
2023-04-25 20:00:00-04:00,1.09,0.72,-34.07
2023-02-22 19:00:00-05:00,1.04,-1.47,-241.16
