,EPS Estimate,Reported EPS,Surprise(%)
2026-02-16 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-18 19:00:00-05:00,2.03,2.41,18.84
2024-10-29 20:00:00-04:00,1.44,1.99,38.19
2024-07-30 20:00:00-04:00,1.44,1.58,9.72
2024-04-30 20:00:00-04:00,1.01,1.42,40.15
2024-02-20 19:00:00-05:00,1.4,1.72,23.25
2023-10-31 20:00:00-04:00,1.29,1.41,9.44
2023-08-01 20:00:00-04:00,1.41,1.45,2.52
2023-05-02 20:00:00-04:00,1.06,1.02,-3.95
