,EPS Estimate,Reported EPS,Surprise(%)
2026-01-26 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-01-28 19:00:00-05:00,6.77,8.02,18.39
2024-10-29 20:00:00-04:00,5.25,6.03,14.81
2024-07-30 20:00:00-04:00,4.73,5.16,9.17
2024-04-23 20:00:00-04:00,4.32,4.71,8.99
2024-01-31 19:00:00-05:00,4.96,5.33,7.51
2023-10-24 20:00:00-04:00,3.63,4.39,20.89
2023-07-25 20:00:00-04:00,2.92,2.98,2.23
2023-04-25 20:00:00-04:00,2.03,2.2,8.51
