,EPS Estimate,Reported EPS,Surprise(%)
2026-02-08 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-10 19:00:00-05:00,2.27,2.37,4.27
2024-10-28 20:00:00-04:00,2.02,2.93,45.07
2024-07-29 20:00:00-04:00,2.27,2.63,15.84
2024-04-29 20:00:00-04:00,1.7,2.29,34.97
2024-02-12 19:00:00-05:00,1.74,1.99,14.14
2023-10-30 20:00:00-04:00,1.67,2.03,21.82
2023-07-31 20:00:00-04:00,1.57,1.8,14.57
2023-05-01 20:00:00-04:00,1.59,1.47,-7.29
