,EPS Estimate,Reported EPS,Surprise(%)
2026-02-15 19:00:00-05:00,nan,nan,nan
2025-11-09 19:00:00-05:00,nan,nan,nan
2025-08-04 20:00:00-04:00,nan,nan,nan
2025-05-04 20:00:00-04:00,nan,nan,nan
2025-02-17 19:00:00-05:00,0.7,0.8,14.78
2024-11-11 19:00:00-05:00,0.74,1.0,35.53
2024-08-06 20:00:00-04:00,0.77,1.03,32.99
2024-05-06 20:00:00-04:00,0.6,0.63,5.29
2024-02-13 19:00:00-05:00,0.71,0.74,4.47
2023-11-06 19:00:00-05:00,0.84,1.18,39.99
2023-08-01 20:00:00-04:00,0.72,0.68,-6.18
2023-05-08 20:00:00-04:00,1.24,1.09,-12.27
