,EPS Estimate,Reported EPS,Surprise(%)
2026-02-10 19:00:00-05:00,nan,nan,nan
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-05-05 20:00:00-04:00,nan,nan,nan
2025-02-12 19:00:00-05:00,0.58,0.73,26.74
2024-11-06 19:00:00-05:00,2.14,2.13,-0.5
2024-08-05 20:00:00-04:00,0.92,0.86,-6.16
2024-05-07 20:00:00-04:00,0.24,0.41,68.65
2024-02-12 19:00:00-05:00,0.62,0.76,22.32
2023-10-31 20:00:00-04:00,2.1,2.43,15.74
2023-08-02 20:00:00-04:00,0.78,0.98,26.3
2023-05-08 20:00:00-04:00,0.09,0.18,108.09
