,EPS Estimate,Reported EPS,Surprise(%)
2026-01-20 19:00:00-05:00,nan,nan,nan
2025-10-13 20:00:00-04:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-04-14 20:00:00-04:00,nan,nan,nan
2025-01-22 19:00:00-05:00,0.42,0.42,-0.71
2024-10-15 20:00:00-04:00,0.48,0.46,-3.54
2024-08-04 20:00:00-04:00,0.48,0.49,2.67
2024-04-16 20:00:00-04:00,0.45,0.46,1.79
2024-01-23 19:00:00-05:00,0.44,0.45,1.74
2023-10-18 20:00:00-04:00,0.43,0.42,-1.28
2023-07-19 20:00:00-04:00,0.49,0.49,-0.68
2023-04-19 20:00:00-04:00,0.43,0.48,12.3
