,EPS Estimate,Reported EPS,Surprise(%)
2026-05-19 20:00:00-04:00,nan,nan,nan
2026-02-16 19:00:00-05:00,nan,nan,nan
2025-11-17 19:00:00-05:00,nan,nan,nan
2025-08-18 20:00:00-04:00,nan,nan,nan
2025-05-20 20:00:00-04:00,nan,nan,nan
2025-02-17 19:00:00-05:00,1.36,1.39,2.21
2024-11-18 19:00:00-05:00,1.25,1.26,0.96
2024-08-19 20:00:00-04:00,1.2,1.23,2.67
2024-05-22 20:00:00-04:00,1.45,1.46,0.69
2024-02-19 19:00:00-05:00,1.26,1.3,3.13
2023-11-20 19:00:00-05:00,1.18,1.25,5.86
2023-08-21 20:00:00-04:00,1.11,1.2,8.24
