,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-20 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,2.66,2.75,3.34
2024-10-28 20:00:00-04:00,2.58,2.71,5.0
2024-07-22 20:00:00-04:00,2.42,2.42,0.08
2024-04-22 20:00:00-04:00,2.44,2.51,3.02
2024-01-24 19:00:00-05:00,2.34,2.41,3.14
2023-10-23 20:00:00-04:00,2.24,2.33,3.88
2023-07-24 20:00:00-04:00,2.12,2.16,2.08
2023-04-24 20:00:00-04:00,1.99,2.09,5.21
