,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-20 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-23 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,4.73,4.81,1.69
2024-10-22 20:00:00-04:00,4.53,4.62,1.96
2024-07-23 20:00:00-04:00,4.46,4.48,0.39
2024-04-25 20:00:00-04:00,4.34,4.41,1.61
2024-01-30 19:00:00-05:00,4.34,4.37,0.77
2023-10-24 20:00:00-04:00,4.22,4.32,2.39
2023-07-20 20:00:00-04:00,3.99,4.12,3.15
2023-04-26 20:00:00-04:00,3.85,3.9,1.3
