,EPS Estimate,Reported EPS,Surprise(%)
2025-12-01 19:00:00-05:00,nan,nan,nan
2025-08-18 20:00:00-04:00,nan,nan,nan
2025-05-19 20:00:00-04:00,nan,nan,nan
2025-02-25 19:00:00-05:00,nan,nan,nan
2024-12-03 19:00:00-05:00,3.3,3.4,3.01
2024-08-20 20:00:00-04:00,3.28,3.43,4.64
2024-05-21 20:00:00-04:00,2.95,3.0,1.59
2024-02-20 19:00:00-05:00,3.43,3.56,3.79
2023-11-28 19:00:00-05:00,3.04,3.17,4.35
2023-08-15 20:00:00-04:00,2.74,2.88,5.21
2023-05-16 20:00:00-04:00,2.46,2.54,3.38
2023-02-14 19:00:00-05:00,2.5,2.62,4.6
