,EPS Estimate,Reported EPS,Surprise(%)
2026-02-08 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-10 19:00:00-05:00,0.41,0.19,-53.77
2024-10-27 20:00:00-04:00,0.38,0.73,93.8
2024-07-28 20:00:00-04:00,0.34,0.42,23.08
2024-04-28 20:00:00-04:00,0.25,0.22,-11.56
2024-02-12 19:00:00-05:00,0.27,0.15,-43.4
2023-10-29 20:00:00-04:00,0.19,0.24,26.32
2023-07-30 20:00:00-04:00,0.16,0.2,23.89
2023-05-01 20:00:00-04:00,0.12,0.05,-59.96
