,EPS Estimate,Reported EPS,Surprise(%)
2025-01-29 19:00:00-05:00,2.54,2.61,2.72
2024-10-29 20:00:00-04:00,3.25,3.37,3.72
2024-07-30 20:00:00-04:00,3.08,3.3,6.98
2024-04-29 20:00:00-04:00,1.65,1.94,17.92
2024-01-31 19:00:00-05:00,2.13,2.17,1.73
2023-10-31 20:00:00-04:00,2.66,2.79,4.81
2023-08-01 20:00:00-04:00,2.56,2.68,4.82
2023-05-02 20:00:00-04:00,1.34,1.41,5.46
2023-02-01 19:00:00-05:00,1.64,1.82,10.72
2022-11-01 20:00:00-04:00,2.12,2.27,7.15
2022-08-02 20:00:00-04:00,2.1,2.16,2.82
2022-05-03 20:00:00-04:00,0.99,1.12,13.35
