,EPS Estimate,Reported EPS,Surprise(%)
2025-11-03 19:00:00-05:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-25 19:00:00-05:00,0.9,nan,nan
2024-11-05 19:00:00-05:00,1.01,1.0,-1.23
2024-07-30 20:00:00-04:00,0.94,1.17,24.94
2024-04-30 20:00:00-04:00,0.94,0.78,-17.12
2024-02-20 19:00:00-05:00,1.35,1.15,-14.69
2023-10-31 20:00:00-04:00,1.09,1.33,21.81
2023-08-01 20:00:00-04:00,0.75,0.85,13.17
2023-05-02 20:00:00-04:00,1.03,1.19,15.6
2023-02-21 19:00:00-05:00,1.29,1.48,14.84
