,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-20 20:00:00-04:00,nan,nan,nan
2025-08-04 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,1.68,1.76,4.64
2024-10-22 20:00:00-04:00,1.85,1.92,4.02
2024-08-06 20:00:00-04:00,1.86,1.91,2.73
2024-04-23 20:00:00-04:00,1.42,1.53,7.95
2024-02-06 19:00:00-05:00,1.57,1.68,7.22
2023-10-24 20:00:00-04:00,1.67,1.67,0.05
2023-07-25 20:00:00-04:00,1.58,1.63,3.49
2023-04-25 20:00:00-04:00,1.13,1.24,9.98
