,EPS Estimate,Reported EPS,Surprise(%)
2026-02-04 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-02-06 19:00:00-05:00,1.12,1.17,4.46
2024-10-29 20:00:00-04:00,0.93,0.97,4.33
2024-07-23 20:00:00-04:00,0.92,0.93,1.16
2024-04-23 20:00:00-04:00,0.79,0.83,4.66
2024-01-30 19:00:00-05:00,0.94,0.98,4.55
2023-10-24 20:00:00-04:00,0.85,0.85,0.09
2023-07-25 20:00:00-04:00,0.81,0.85,5.32
2023-04-25 20:00:00-04:00,0.73,0.75,2.58
