,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-08-06 20:00:00-04:00,nan,nan,nan
2025-04-30 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,6.23,6.53,4.82
2024-10-30 20:00:00-04:00,6.14,6.2,0.96
2024-08-07 20:00:00-04:00,6.22,6.77,8.86
2024-05-01 20:00:00-04:00,6.15,6.51,5.85
2024-01-31 19:00:00-05:00,5.26,6.15,16.83
2023-11-01 20:00:00-04:00,5.31,5.96,12.17
2023-08-02 20:00:00-04:00,5.48,6.08,10.9
2023-05-03 20:00:00-04:00,5.01,5.93,18.35
