,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-08-04 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-12 19:00:00-05:00,3.95,4.0,1.39
2024-10-28 20:00:00-04:00,3.24,3.49,7.87
2024-07-29 20:00:00-04:00,2.81,3.18,13.37
2024-04-29 20:00:00-04:00,2.45,2.84,16.04
2024-02-14 19:00:00-05:00,1.66,1.71,3.14
2023-10-30 20:00:00-04:00,0.81,0.87,7.08
2023-07-31 20:00:00-04:00,3.28,3.29,0.24
2023-05-01 20:00:00-04:00,3.92,3.94,0.47
