,EPS Estimate,Reported EPS,Surprise(%)
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-23 19:00:00-05:00,1.46,nan,nan
2024-10-28 20:00:00-04:00,1.23,1.18,-3.85
2024-08-04 20:00:00-04:00,1.21,1.33,10.35
2024-04-29 20:00:00-04:00,1.16,1.09,-5.84
2024-02-25 19:00:00-05:00,1.2,1.18,-1.38
2023-10-30 20:00:00-04:00,1.05,0.99,-5.44
2023-08-06 20:00:00-04:00,1.02,1.04,2.21
2023-05-01 20:00:00-04:00,2.28,1.08,-52.71
2023-02-26 19:00:00-05:00,1.02,1.08,5.63
