,EPS Estimate,Reported EPS,Surprise(%)
2025-10-07 20:00:00-04:00,nan,nan,nan
2025-07-15 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2024-10-09 20:00:00-04:00,3.65,4.19,14.9
2024-07-17 20:00:00-04:00,3.68,4.03,9.45
2024-04-28 20:00:00-04:00,3.39,3.58,5.52
2024-02-25 19:00:00-05:00,4.38,4.48,2.24
2023-10-11 20:00:00-04:00,3.3,4.18,26.68
2023-07-23 20:00:00-04:00,3.05,3.08,0.85
2023-04-26 20:00:00-04:00,2.73,2.93,7.36
2023-02-22 19:00:00-05:00,3.94,3.97,0.65
2022-10-12 20:00:00-04:00,2.97,2.79,-6.03
