,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,0.33,0.39,17.12
2024-10-27 20:00:00-04:00,0.47,0.49,4.26
2024-07-23 20:00:00-04:00,0.68,0.47,-31.15
2024-04-23 20:00:00-04:00,0.42,0.49,15.87
2024-02-05 19:00:00-05:00,0.14,0.29,113.72
2023-10-25 20:00:00-04:00,0.45,0.39,-13.8
2023-07-26 20:00:00-04:00,0.55,0.72,31.58
2023-05-01 20:00:00-04:00,0.41,0.63,52.75
