,EPS Estimate,Reported EPS,Surprise(%)
2025-12-07 19:00:00-05:00,nan,nan,nan
2025-09-07 20:00:00-04:00,nan,nan,nan
2025-06-08 20:00:00-04:00,nan,nan,nan
2025-03-09 20:00:00-04:00,nan,nan,nan
2024-12-08 19:00:00-05:00,1.48,1.47,-0.71
2024-09-08 20:00:00-04:00,1.32,1.39,4.92
2024-06-10 20:00:00-04:00,1.65,1.63,-1.03
2024-03-10 20:00:00-04:00,1.38,1.41,2.51
2023-12-10 19:00:00-05:00,1.32,1.34,1.24
2023-09-10 20:00:00-04:00,1.15,1.19,3.82
2023-06-11 20:00:00-04:00,1.58,1.67,5.52
2023-03-08 19:00:00-05:00,1.2,1.22,1.5
