,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-02-11 19:00:00-05:00,3.35,3.44,2.69
2024-10-29 20:00:00-04:00,3.79,4.08,7.61
2024-07-31 20:00:00-04:00,4.03,5.28,31.18
2024-04-23 20:00:00-04:00,3.45,3.67,6.41
2024-02-12 19:00:00-05:00,3.18,3.3,3.75
2023-11-07 19:00:00-05:00,3.97,4.36,9.74
2023-07-24 20:00:00-04:00,3.77,4.02,6.75
2023-04-24 20:00:00-04:00,3.28,3.4,3.69
