,EPS Estimate,Reported EPS,Surprise(%)
2026-01-21 19:00:00-05:00,nan,nan,nan
2025-10-22 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-23 20:00:00-04:00,nan,nan,nan
2025-01-23 19:00:00-05:00,6.12,5.63,-8.02
2024-10-24 20:00:00-04:00,4.99,5.03,0.81
2024-07-22 20:00:00-04:00,4.85,5.53,13.96
2024-04-25 20:00:00-04:00,5.01,5.93,18.46
2024-01-29 19:00:00-05:00,5.06,5.93,17.15
2023-10-23 20:00:00-04:00,3.98,3.91,-1.85
2023-07-26 20:00:00-04:00,4.22,4.29,1.57
2023-04-20 20:00:00-04:00,3.93,4.93,25.41
