,EPS Estimate,Reported EPS,Surprise(%)
2026-02-08 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-10 19:00:00-05:00,1.79,1.81,1.4
2024-10-28 20:00:00-04:00,1.82,1.83,0.33
2024-07-29 20:00:00-04:00,1.67,1.68,0.47
2024-04-29 20:00:00-04:00,1.34,1.34,0.35
2024-02-12 19:00:00-05:00,1.54,1.55,0.71
2023-10-30 20:00:00-04:00,1.52,1.54,1.03
2023-07-31 20:00:00-04:00,1.21,1.24,2.5
2023-05-01 20:00:00-04:00,0.86,0.88,2.01
