,EPS Estimate,Reported EPS,Surprise(%)
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-02-25 19:00:00-05:00,0.7,nan,nan
2024-10-28 20:00:00-04:00,0.9,0.85,-5.13
2024-07-29 20:00:00-04:00,0.56,0.56,0.69
2024-04-24 20:00:00-04:00,0.56,0.55,-1.84
2024-02-07 19:00:00-05:00,0.59,0.62,4.52
2023-10-25 20:00:00-04:00,0.85,0.88,3.66
2023-07-31 20:00:00-04:00,0.45,0.47,3.69
2023-04-26 20:00:00-04:00,0.61,0.6,-1.5
2023-02-12 19:00:00-05:00,0.53,0.5,-5.15
