,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,0.87,0.87,-0.11
2024-10-30 20:00:00-04:00,0.78,0.84,8.03
2024-07-24 20:00:00-04:00,0.63,0.66,5.52
2024-04-24 20:00:00-04:00,0.94,0.97,3.65
2024-01-31 19:00:00-05:00,1.05,1.05,0.43
2023-10-25 20:00:00-04:00,0.61,0.61,-0.19
2023-07-26 20:00:00-04:00,0.7,0.75,7.69
2023-04-26 20:00:00-04:00,0.76,0.7,-8.29
