,EPS Estimate,Reported EPS,Surprise(%)
2026-02-04 19:00:00-05:00,nan,nan,nan
2025-10-29 20:00:00-04:00,nan,nan,nan
2025-07-30 20:00:00-04:00,nan,nan,nan
2025-04-30 20:00:00-04:00,nan,nan,nan
2025-02-06 19:00:00-05:00,2.11,2.1,-0.47
2024-10-31 20:00:00-04:00,2.19,2.22,1.17
2024-08-01 20:00:00-04:00,2.1,2.15,2.23
2024-05-02 20:00:00-04:00,2.04,2.15,5.2
2024-02-01 19:00:00-05:00,2.03,2.06,1.31
2023-11-02 20:00:00-04:00,1.86,2.06,10.58
2023-08-03 20:00:00-04:00,1.77,1.78,0.33
2023-05-04 20:00:00-04:00,1.87,1.9,1.5
