,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-11-03 19:00:00-05:00,nan,nan,nan
2025-08-05 20:00:00-04:00,nan,nan,nan
2025-05-13 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,0.57,0.72,26.54
2024-11-05 19:00:00-05:00,0.41,0.66,59.11
2024-08-07 20:00:00-04:00,-0.02,0.05,314.78
2024-05-15 20:00:00-04:00,0.09,0.28,222.39
2024-02-07 19:00:00-05:00,0.72,0.71,-1.57
2023-11-07 19:00:00-05:00,1.03,1.22,18.68
2023-08-07 20:00:00-04:00,0.42,0.27,-35.41
2023-05-16 20:00:00-04:00,0.68,0.59,-12.87
