,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-11 19:00:00-05:00,1.97,2.32,17.89
2024-10-29 20:00:00-04:00,1.61,1.67,3.85
2024-07-30 20:00:00-04:00,1.6,1.62,1.27
2024-04-30 20:00:00-04:00,2.45,2.59,5.63
2024-02-06 19:00:00-05:00,1.78,1.93,8.39
2023-10-30 20:00:00-04:00,1.61,1.77,10.18
2023-07-31 20:00:00-04:00,1.59,1.62,1.62
2023-05-01 20:00:00-04:00,2.35,2.46,4.48
