,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-08-04 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,0.39,0.42,8.81
2024-10-29 20:00:00-04:00,0.38,0.42,9.9
2024-08-06 20:00:00-04:00,0.49,0.49,-0.84
2024-04-30 20:00:00-04:00,0.45,0.48,6.0
2024-01-31 19:00:00-05:00,0.41,0.4,-3.05
2023-10-30 20:00:00-04:00,0.44,0.41,-5.8
2023-08-07 20:00:00-04:00,0.55,0.55,0.58
2023-05-02 20:00:00-04:00,0.53,0.53,0.36
