,EPS Estimate,Reported EPS,Surprise(%)
2025-11-23 19:00:00-05:00,nan,nan,nan
2025-08-25 20:00:00-04:00,nan,nan,nan
2025-06-01 20:00:00-04:00,nan,nan,nan
2025-03-03 19:00:00-05:00,nan,nan,nan
2024-11-25 19:00:00-05:00,0.81,0.93,15.22
2024-08-27 20:00:00-04:00,0.97,1.04,7.15
2024-06-03 20:00:00-04:00,0.89,0.93,4.03
2024-03-04 19:00:00-05:00,0.82,0.95,15.48
2023-11-27 19:00:00-05:00,0.74,0.82,10.54
2023-08-29 20:00:00-04:00,0.56,0.74,32.71
2023-05-30 20:00:00-04:00,0.51,0.57,12.69
2023-03-06 19:00:00-05:00,0.43,0.47,9.39
