,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 19:00:00-05:00,nan,nan,nan
2025-11-10 19:00:00-05:00,nan,nan,nan
2025-08-11 20:00:00-04:00,nan,nan,nan
2025-05-12 20:00:00-04:00,nan,nan,nan
2025-02-11 19:00:00-05:00,0.91,0.94,3.41
2024-11-12 19:00:00-05:00,0.87,0.91,4.52
2024-08-13 20:00:00-04:00,0.85,0.87,2.59
2024-05-14 20:00:00-04:00,0.82,0.88,6.74
2024-02-13 19:00:00-05:00,0.84,0.87,3.92
2023-11-14 19:00:00-05:00,1.03,1.11,7.68
2023-08-15 20:00:00-04:00,1.06,1.14,7.66
2023-05-16 20:00:00-04:00,0.97,1.0,2.87
