,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-10-20 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,5.72,5.05,-11.74
2024-10-22 20:00:00-04:00,5.81,6.01,3.53
2024-07-23 20:00:00-04:00,5.5,5.86,6.51
2024-04-23 20:00:00-04:00,5.59,5.73,2.53
2024-02-06 19:00:00-05:00,4.35,4.38,0.66
2023-10-24 20:00:00-04:00,4.88,5.05,3.46
2023-07-25 20:00:00-04:00,5.1,5.65,10.86
2023-04-25 20:00:00-04:00,5.12,5.81,13.4
