,EPS Estimate,Reported EPS,Surprise(%)
2026-01-28 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-30 19:00:00-05:00,9.74,9.71,-0.36
2024-10-30 20:00:00-04:00,9.97,9.87,-1.01
2024-07-31 20:00:00-04:00,9.58,9.76,1.87
2024-04-24 20:00:00-04:00,9.62,9.62,-0.02
2024-02-01 19:00:00-05:00,8.05,8.33,3.43
2023-10-25 20:00:00-04:00,8.93,9.43,5.61
2023-07-26 20:00:00-04:00,9.13,9.28,1.65
2023-04-26 20:00:00-04:00,8.51,9.61,12.88
