,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,2.32,2.47,6.42
2024-10-23 20:00:00-04:00,2.5,2.58,3.09
2024-07-24 20:00:00-04:00,2.42,2.49,3.1
2024-04-24 20:00:00-04:00,2.17,2.25,3.58
2024-01-31 19:00:00-05:00,2.59,2.6,0.24
2023-10-25 20:00:00-04:00,2.23,2.27,1.82
2023-07-26 20:00:00-04:00,2.21,2.23,1.08
2023-04-26 20:00:00-04:00,1.93,2.07,7.39
