,EPS Estimate,Reported EPS,Surprise(%)
2026-02-15 19:00:00-05:00,nan,nan,nan
2025-10-19 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-20 20:00:00-04:00,nan,nan,nan
2025-02-17 19:00:00-05:00,0.22,0.25,16.28
2024-10-21 20:00:00-04:00,0.16,0.22,35.42
2024-07-22 20:00:00-04:00,0.09,0.15,63.17
2024-04-22 20:00:00-04:00,0.07,0.1,52.05
2024-02-19 19:00:00-05:00,0.32,0.33,3.96
2023-10-23 20:00:00-04:00,0.3,0.3,1.35
2023-07-24 20:00:00-04:00,0.3,0.31,3.81
2023-04-24 20:00:00-04:00,0.25,0.29,14.11
