,EPS Estimate,Reported EPS,Surprise(%)
2026-02-15 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-02-17 19:00:00-05:00,1.75,1.86,6.23
2024-10-23 20:00:00-04:00,1.98,2.16,8.88
2024-07-23 20:00:00-04:00,1.84,1.96,6.45
2024-04-24 20:00:00-04:00,1.45,1.55,6.8
2024-02-19 19:00:00-05:00,1.59,1.68,5.92
2023-10-30 20:00:00-04:00,1.73,1.94,11.92
2023-07-25 20:00:00-04:00,1.71,1.76,2.87
2023-04-25 20:00:00-04:00,1.36,1.58,16.61
