,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-20 20:00:00-04:00,nan,nan,nan
2025-02-02 19:00:00-05:00,0.42,1.1,162.53
2024-10-29 20:00:00-04:00,0.42,0.38,-9.34
2024-07-28 20:00:00-04:00,0.38,0.47,22.61
2024-04-22 20:00:00-04:00,0.33,0.77,132.05
2024-01-29 19:00:00-05:00,0.43,0.82,91.1
2023-10-30 20:00:00-04:00,0.4,0.45,12.5
2023-07-26 20:00:00-04:00,0.38,0.37,-1.33
2023-04-24 20:00:00-04:00,0.33,0.56,67.66
