,EPS Estimate,Reported EPS,Surprise(%)
2026-02-08 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-02-09 19:00:00-05:00,1.9,3.14,65.09
2024-10-23 20:00:00-04:00,1.46,1.42,-2.89
2024-07-24 20:00:00-04:00,0.96,1.29,34.19
2024-04-24 20:00:00-04:00,1.69,1.72,1.69
2024-02-05 19:00:00-05:00,1.95,2.28,17.18
2023-10-25 20:00:00-04:00,1.15,1.66,44.35
2023-07-26 20:00:00-04:00,0.74,1.21,63.51
2023-04-26 20:00:00-04:00,0.73,0.89,22.55
