,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-11-02 19:00:00-05:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,1.39,1.98,42.34
2024-11-03 19:00:00-05:00,1.45,2.61,80.1
2024-07-30 20:00:00-04:00,1.26,1.78,41.49
2024-04-24 20:00:00-04:00,1.17,1.22,4.36
2024-01-30 19:00:00-05:00,1.34,1.7,26.87
2023-10-24 20:00:00-04:00,1.27,1.21,-4.97
2023-07-30 20:00:00-04:00,1.33,1.28,-3.97
2023-04-25 20:00:00-04:00,1.13,1.05,-7.2
