,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,0.87,0.81,-7.32
2024-10-30 20:00:00-04:00,1.26,1.25,-0.68
2024-07-31 20:00:00-04:00,0.57,0.54,-5.51
2024-04-24 20:00:00-04:00,0.78,0.88,13.28
2024-01-24 19:00:00-05:00,0.85,0.87,2.76
2023-10-26 20:00:00-04:00,1.27,1.23,-2.8
2023-07-26 20:00:00-04:00,0.57,0.52,-8.01
2023-04-26 20:00:00-04:00,0.74,0.76,2.72
