,EPS Estimate,Reported EPS,Surprise(%)
2026-01-26 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-28 19:00:00-05:00,2.69,2.93,9.04
2024-10-22 20:00:00-04:00,2.41,2.95,22.22
2024-07-23 20:00:00-04:00,2.32,2.39,2.93
2024-04-23 20:00:00-04:00,2.31,2.31,0.09
2024-01-23 19:00:00-05:00,2.26,2.4,6.31
2023-10-24 20:00:00-04:00,2.28,2.13,-6.51
2023-07-25 20:00:00-04:00,2.16,1.85,-14.19
2023-04-25 20:00:00-04:00,2.23,2.03,-9.04
