,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,0.12,0.13,4.84
2024-10-30 20:00:00-04:00,-0.02,0.17,926.04
2024-07-31 20:00:00-04:00,0.1,0.02,-80.16
2024-04-24 20:00:00-04:00,0.14,0.18,32.29
2024-01-24 19:00:00-05:00,0.45,0.54,20.32
2023-10-25 20:00:00-04:00,0.22,0.41,87.62
2023-07-26 20:00:00-04:00,-0.03,0.13,482.35
2023-04-26 20:00:00-04:00,-0.15,-0.04,73.63
